PointID,Higgs,mTop,ThetaHiggs,TopYukawa,HiggsTrilin
Point T1-123-01102019084010,112.86815494020883,191.75287434318471,0.1840239630583449,0.9745909386620095,20.910905819888416
Point T4-564-01102019084011,133.02747159828445,178.1182691680444,0.26505957936732244,0.9567089197542665,38.491035912740415
Point T0-96-01102019084011,126.1213053816044,172.5159794847697,0.23994963341719255,0.9629275785808973,30.20845916205312
Point T3-924-01102019084011,132.79913528806935,177.81254091484237,0.26505955333079195,0.9567089265158311,38.42497075691045
Point T6-86-01102019084012,133.5640760785169,178.9273553869521,0.26713136191702347,0.9561688346966247,38.65144872432195
Point T5-428-01102019084014,121.16316676449651,191.95023536839037,0.19135363337960035,0.9732351658981704,25.1498992159027
Point T2-366-01102019084016,108.37891419575976,168.01371696856535,0.07751576343729236,0.9883524084740335,22.892856702146087
Point T1-745-01102019084017,114.48098138394909,182.83211997462638,0.09564127010691728,0.9867986999296197,23.09245610922785
Point T7-400-01102019084017,126.18902223632334,172.62785580833176,0.240105324519983,0.9628908871673642,30.221835901628758
Point T0-614-01102019084018,120.95415373083519,191.48683403400625,0.19089165123082089,0.9733221636509883,25.135094738420793
Point T3-239-01102019084018,122.47783176543145,194.9736082598894,0.19436775087047561,0.9726624674437342,25.230893661806892
Point T4-808-01102019084017,119.59960559043115,193.4139714559756,0.26284008113887136,0.9572829561049775,24.622898812371858
Point T6-67-01102019084019,123.20664723346778,189.2928773291062,0.16618092141980398,0.9776723640475059,27.32738056847489
Point T5-338-01102019084019,123.40216913251382,197.02239161896668,0.19641026610905396,0.9722693553495869,25.305242060583
Point T2-562-01102019084023,121.32542983053214,164.88644060250996,0.22933247669044457,0.965374587994332,29.298226340767727
Point T0-109-01102019084023,132.95269465561992,178.0768362741887,0.2654535652946215,0.956606529207033,38.450952495573866
Point T7-59-01102019084023,126.72468598736236,173.47792821457503,0.24128832115368426,0.9626113303126438,30.32309635651412
Point T1-837-01102019084023,113.01477254235914,192.10556522964183,0.18436244417807054,0.9745294822159285,20.920643804464408
Point T3-504-01102019084024,129.30636364997554,171.9634311821681,0.2563397307692318,0.9589370230239415,37.78787125630066
Point T4-762-01102019084024,124.22251656593224,169.45154997421423,0.235685127168778,0.9639235077132963,29.851118531914366
Point T6-339-01102019084025,115.8309909935374,185.52355957260878,0.09704918945632977,0.9866644377254349,23.25756548142738
Point T5-374-01102019084025,128.4031061330509,176.11781429356265,0.24496215926908516,0.961734570275919,30.646280270448283
Point T0-555-01102019084029,125.1788662937605,186.49684643392385,0.11490072672373129,0.9847925585900816,28.471068052157495
Point T2-138-01102019084029,113.59603638365914,193.5048902857097,0.18570539134786201,0.9742845493219258,20.958757355939035
Point T7-643-01102019084030,123.43837821880422,197.11918384547764,0.19649059505474195,0.9722538119534184,25.30512312366238
Point T3-281-01102019084030,124.24024936613814,184.89791664510184,0.15031787669947994,0.9801505151893481,28.47032342006537
Point T1-540-01102019084030,111.87881069145065,189.39441424606383,0.18176052517273603,0.974999030412571,20.844452476597308
